Name,Position,Duration,1. Baserunning Situation,1. Date,1. Pitchers Name,1. Pitchers Side,2. Hitters Name,2. Hitters Side,3. Pitch Type,4. Pitch Location,5. Catcher Throw Down,5. Game Pitch Result,6. Pitch Count,6. Previous Pitch Count,8. Hit Location,8. Hit Results,8. RBI,8. Well Hit,9. Outs,Period,Team 1. Pitchers Name,Team 2. Hitters Name,XY Hit Location,XY Pitch Location,Z-Game Details
UVA vs Virginia Tech,0,17985,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,2 Caroline Schoenewald,R-Hand,,MM3,,Strike Called,0--1,0--0,,,,,0 Out,1. Inning,UVA,Virginia Tech,,232;310,UVA vs Virginia Tech
UVA vs Virginia Tech (1),17985,23590,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,2 Caroline Schoenewald,R-Hand,,MM3,,Foul,0--2,0--1,,,,,0 Out,1. Inning,UVA,Virginia Tech,,227;271,UVA vs Virginia Tech
UVA vs Virginia Tech (2),41575,14014,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,2 Caroline Schoenewald,R-Hand,,,,Foul,0--2,0--2,,,,,0 Out,1. Inning,UVA,Virginia Tech,,,UVA vs Virginia Tech
UVA vs Virginia Tech (3),55589,8308,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,2 Caroline Schoenewald,R-Hand,,RIGHTM3,,Ball,1--2,0--2,,,,,0 Out,1. Inning,UVA,Virginia Tech,,444;298,UVA vs Virginia Tech
UVA vs Virginia Tech (4),63897,16416,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,2 Caroline Schoenewald,R-Hand,,MR1,,Foul,1--2,1--2,,,,,0 Out,1. Inning,UVA,Virginia Tech,,355;239,UVA vs Virginia Tech
UVA vs Virginia Tech (5),80314,12045,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,2 Caroline Schoenewald,R-Hand,,LL2,,Foul,1--2,1--2,,,,,0 Out,1. Inning,UVA,Virginia Tech,,173;335,UVA vs Virginia Tech
UVA vs Virginia Tech (6),92359,17317,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,2 Caroline Schoenewald,R-Hand,,DOWNM4,,Ball,2--2,1--2,,,,,0 Out,1. Inning,UVA,Virginia Tech,,371;469,UVA vs Virginia Tech
UVA vs Virginia Tech (7),109676,11044,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,2 Caroline Schoenewald,R-Hand,,UPM2,,Ball,3--2,2--2,,,,,0 Out,1. Inning,UVA,Virginia Tech,,169;3,UVA vs Virginia Tech
UVA vs Virginia Tech (8),120721,14848,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,2 Caroline Schoenewald,R-Hand,,UPM3,,Ball,Walk,3--2,,,,,0 Out,1. Inning,UVA,Virginia Tech,,296;70,UVA vs Virginia Tech
UVA vs Virginia Tech (9),135569,12145,R1,04-14-2018,24 Lacy Smith,R-Hand,10 Olivia Lattin,R-Hand,,UPM3,,Ball,1--0,0--0,,,,,0 Out,1. Inning,UVA,Virginia Tech,,242;66,UVA vs Virginia Tech
UVA vs Virginia Tech (10),147714,15415,R1,04-14-2018,24 Lacy Smith,R-Hand,10 Olivia Lattin,R-Hand,,DOWNM3,,Ball,2--0,1--0,,,,,0 Out,1. Inning,UVA,Virginia Tech,,297;459,UVA vs Virginia Tech
UVA vs Virginia Tech (11),163130,19019,R1,04-14-2018,24 Lacy Smith,R-Hand,10 Olivia Lattin,R-Hand,,MR3,,Foul,2--1,2--0,,,,,0 Out,1. Inning,UVA,Virginia Tech,,354;282,UVA vs Virginia Tech
UVA vs Virginia Tech (12),182149,28395,R1,04-14-2018,24 Lacy Smith,R-Hand,10 Olivia Lattin,R-Hand,,ML4,Catcher Throw SB,Strike Called,2--2,2--1,,,,,0 Out,1. Inning,UVA,Virginia Tech,,197;305,UVA vs Virginia Tech
UVA vs Virginia Tech (13),210544,18452,R2,04-14-2018,24 Lacy Smith,R-Hand,10 Olivia Lattin,R-Hand,,UPM1,,Foul,2--2,2--2,,,,,0 Out,1. Inning,UVA,Virginia Tech,,87;2,UVA vs Virginia Tech
UVA vs Virginia Tech (14),228996,15415,R2,04-14-2018,24 Lacy Smith,R-Hand,10 Olivia Lattin,R-Hand,,LR1,,Foul,2--2,2--2,,,,,0 Out,1. Inning,UVA,Virginia Tech,,344;324,UVA vs Virginia Tech
UVA vs Virginia Tech (15),244411,11778,R2,04-14-2018,24 Lacy Smith,R-Hand,10 Olivia Lattin,R-Hand,,MM2,,Foul,2--2,2--2,,,,,0 Out,1. Inning,UVA,Virginia Tech,,273;205,UVA vs Virginia Tech
UVA vs Virginia Tech (16),256190,17851,R2,04-14-2018,24 Lacy Smith,R-Hand,10 Olivia Lattin,R-Hand,,ML3,,Strike Called,Strikeout,2--2,,,,,0 Out,1. Inning,UVA,Virginia Tech,,125;301,UVA vs Virginia Tech
UVA vs Virginia Tech (17),274041,7841,R2,04-14-2018,24 Lacy Smith,R-Hand,14 Emma Strouth,R-Hand,,UPM3,,Ball,1--0,0--0,,,,,1 Out,1. Inning,UVA,Virginia Tech,,222;71,UVA vs Virginia Tech
UVA vs Virginia Tech (18),281882,14882,R2,04-14-2018,24 Lacy Smith,R-Hand,14 Emma Strouth,R-Hand,,LM1,,Ball in Play,,1--0,SRCF,Fly Out,,,1 Out,1. Inning,UVA,Virginia Tech,319;191,242;341,UVA vs Virginia Tech
UVA vs Virginia Tech (19),296763,13981,R2,04-14-2018,24 Lacy Smith,R-Hand,25 Carrie Eberle,R-Hand,,UPM4,,Strike Swinging,0--1,0--0,,,,,2 Out,1. Inning,UVA,Virginia Tech,,300;87,UVA vs Virginia Tech
UVA vs Virginia Tech (20),310744,9977,R2,04-14-2018,24 Lacy Smith,R-Hand,25 Carrie Eberle,R-Hand,,MM1,,Foul,0--2,0--1,,,,,2 Out,1. Inning,UVA,Virginia Tech,,230;207,UVA vs Virginia Tech
UVA vs Virginia Tech (21),320721,11645,R2,04-14-2018,24 Lacy Smith,R-Hand,25 Carrie Eberle,R-Hand,,UPM4,,Ball,1--2,0--2,,,,,2 Out,1. Inning,UVA,Virginia Tech,,385;59,UVA vs Virginia Tech
UVA vs Virginia Tech (22),332366,16850,R2,04-14-2018,24 Lacy Smith,R-Hand,25 Carrie Eberle,R-Hand,,UPM2,,Ball,2--2,1--2,,,,,2 Out,1. Inning,UVA,Virginia Tech,,100;63,UVA vs Virginia Tech
UVA vs Virginia Tech (23),349216,13046,R2,04-14-2018,24 Lacy Smith,R-Hand,25 Carrie Eberle,R-Hand,,UPM3,,Strike Swinging,Strikeout,2--2,,,,,2 Out,1. Inning,UVA,Virginia Tech,,229;84,UVA vs Virginia Tech
UVA vs Virginia Tech (24),362262,14882,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,5 Allison Davis`,R-Hand,Curve Ball,LL3,,Strike Called,0--1,0--0,,,,,0 Out,1. Inning,Virginia Tech,UVA,,131;406,UVA vs Virginia Tech
UVA vs Virginia Tech (25),377144,10143,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,5 Allison Davis`,R-Hand,Rise Ball,UPM4,,Ball,1--1,0--1,,,,,0 Out,1. Inning,Virginia Tech,UVA,,314;40,UVA vs Virginia Tech
UVA vs Virginia Tech (26),387287,15883,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,5 Allison Davis`,R-Hand,Curve Ball,UR2,,Foul,1--2,1--1,,,,,0 Out,1. Inning,Virginia Tech,UVA,,393;156,UVA vs Virginia Tech
UVA vs Virginia Tech (27),403170,15182,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,5 Allison Davis`,R-Hand,Rise Ball,UL3,,Ball in Play,,1--2,SCF2,Single,,,0 Out,1. Inning,Virginia Tech,UVA,274;159,113;202,UVA vs Virginia Tech
UVA vs Virginia Tech (28),418352,11578,R1,04-14-2018,7 Jordan Dail,L-Hand,17 Hayley Busby,R-Hand,Curve Ball,LEFTM3,,Ball,1--0,0--0,,,,,0 Out,1. Inning,Virginia Tech,UVA,,78;402,UVA vs Virginia Tech
UVA vs Virginia Tech (29),429930,8809,R1,04-14-2018,7 Jordan Dail,L-Hand,17 Hayley Busby,R-Hand,Curve Ball,LL3,,Strike Called,1--1,1--0,,,,,0 Out,1. Inning,Virginia Tech,UVA,,151;364,UVA vs Virginia Tech
UVA vs Virginia Tech (30),438739,18085,R1,04-14-2018,7 Jordan Dail,L-Hand,17 Hayley Busby,R-Hand,Curve Ball,LM1,,Ball in Play,,1--1,PF,Ground Out,,,0 Out,1. Inning,Virginia Tech,UVA,227;281,220;318,UVA vs Virginia Tech
UVA vs Virginia Tech (31),456823,12045,R2,04-14-2018,7 Jordan Dail,L-Hand,63 Danni Ingraham,R-Hand,Curve Ball,UR4,,Strike Called,0--1,0--0,,,,,1 Out,1. Inning,Virginia Tech,UVA,,363;175,UVA vs Virginia Tech
UVA vs Virginia Tech (32),468869,9042,R2,04-14-2018,7 Jordan Dail,L-Hand,63 Danni Ingraham,R-Hand,Rise Ball,UR1,,Strike Swinging,0--2,0--1,,,,,1 Out,1. Inning,Virginia Tech,UVA,,303;118,UVA vs Virginia Tech
UVA vs Virginia Tech (33),477911,12446,R2,04-14-2018,7 Jordan Dail,L-Hand,63 Danni Ingraham,R-Hand,Changeup,DOWNM4,,WP-PB,1--2,0--2,,,,,1 Out,1. Inning,Virginia Tech,UVA,,307;456,UVA vs Virginia Tech
UVA vs Virginia Tech (34),490357,22256,R3,04-14-2018,7 Jordan Dail,L-Hand,63 Danni Ingraham,R-Hand,Rise Ball,ML1,,Ball in Play,,1--2,Home Run LCF,Home Run,2 RBI,Well Hit Ball,1 Out,1. Inning,Virginia Tech,UVA,129;17,142;210,UVA vs Virginia Tech
UVA vs Virginia Tech (35),512613,14448,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,24 Lacy Smith,R-Hand,Curve Ball,ML1,,Strike Called,0--1,0--0,,,,,1 Out,1. Inning,Virginia Tech,UVA,,145;225,UVA vs Virginia Tech
UVA vs Virginia Tech (36),527060,9776,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,24 Lacy Smith,R-Hand,Changeup,DOWNM2,,Ball,1--1,0--1,,,,,1 Out,1. Inning,Virginia Tech,UVA,,168;446,UVA vs Virginia Tech
UVA vs Virginia Tech (37),536837,14948,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,24 Lacy Smith,R-Hand,Curve Ball,DOWNM2,,Ball,2--1,1--1,,,,,1 Out,1. Inning,Virginia Tech,UVA,,184;456,UVA vs Virginia Tech
UVA vs Virginia Tech (38),551785,11178,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,24 Lacy Smith,R-Hand,Curve Ball,ML2,,Strike Called,2--2,2--1,,,,,1 Out,1. Inning,Virginia Tech,UVA,,167;245,UVA vs Virginia Tech
UVA vs Virginia Tech (39),562963,12713,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,24 Lacy Smith,R-Hand,Changeup,DOWNM2,,Ball,3--2,2--2,,,,,1 Out,1. Inning,Virginia Tech,UVA,,135;482,UVA vs Virginia Tech
UVA vs Virginia Tech (40),575676,11345,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,24 Lacy Smith,R-Hand,Curve Ball,ML3,,Strike Called,Strikeout,3--2,,,,,1 Out,1. Inning,Virginia Tech,UVA,,140;295,UVA vs Virginia Tech
UVA vs Virginia Tech (41),587020,6773,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,88 Olivia Gott,R-Hand,Rise Ball,UPM3,,Ball,1--0,0--0,,,,,2 Out,1. Inning,Virginia Tech,UVA,,257;68,UVA vs Virginia Tech
UVA vs Virginia Tech (42),593794,13714,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,88 Olivia Gott,R-Hand,Curve Ball,LM2,,Strike Called,1--1,1--0,,,,,2 Out,1. Inning,Virginia Tech,UVA,,259;354,UVA vs Virginia Tech
UVA vs Virginia Tech (43),607508,12045,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,88 Olivia Gott,R-Hand,Curve Ball,LR1,,Strike Called,1--2,1--1,,,,,2 Out,1. Inning,Virginia Tech,UVA,,346;343,UVA vs Virginia Tech
UVA vs Virginia Tech (44),619553,11612,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,88 Olivia Gott,R-Hand,Rise Ball,UPM4,,Strike Swinging,Strikeout,1--2,,,,,2 Out,1. Inning,Virginia Tech,UVA,,310;93,UVA vs Virginia Tech
UVA vs Virginia Tech (45),631164,16617,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,20 Sierra Walton,R-Hand,,DOWNM3,,Ball,1--0,0--0,,,,,0 Out,2. Inning,UVA,Virginia Tech,,213;457,UVA vs Virginia Tech
UVA vs Virginia Tech (46),647781,13981,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,20 Sierra Walton,R-Hand,,MR1,,Foul,1--1,1--0,,,,,0 Out,2. Inning,UVA,Virginia Tech,,319;249,UVA vs Virginia Tech
UVA vs Virginia Tech (47),661762,12212,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,20 Sierra Walton,R-Hand,,RIGHTM1,,Ball,2--1,1--1,,,,,0 Out,2. Inning,UVA,Virginia Tech,,451;187,UVA vs Virginia Tech
UVA vs Virginia Tech (48),673974,22256,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,20 Sierra Walton,R-Hand,,MR2,,Foul,2--2,2--1,,,,,0 Out,2. Inning,UVA,Virginia Tech,,373;215,UVA vs Virginia Tech
UVA vs Virginia Tech (49),696230,14915,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,20 Sierra Walton,R-Hand,,UPM4,,Ball,3--2,2--2,,,,,0 Out,2. Inning,UVA,Virginia Tech,,324;82,UVA vs Virginia Tech
UVA vs Virginia Tech (50),711144,17518,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,20 Sierra Walton,R-Hand,,LM4,,Ball in Play,,3--2,SS3,Ground Out,,,0 Out,2. Inning,UVA,Virginia Tech,209;212,267;382,UVA vs Virginia Tech
UVA vs Virginia Tech (51),728662,7708,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,13 Caitlyn Nolan,R-Hand,,RIGHTM3,,Ball,1--0,0--0,,,,,1 Out,2. Inning,UVA,Virginia Tech,,444;338,UVA vs Virginia Tech
UVA vs Virginia Tech (52),736370,8408,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,13 Caitlyn Nolan,R-Hand,,DOWNM2,,Ball,2--0,1--0,,,,,1 Out,2. Inning,UVA,Virginia Tech,,140;458,UVA vs Virginia Tech
UVA vs Virginia Tech (53),744778,11044,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,13 Caitlyn Nolan,R-Hand,,UPM5,,Ball,3--0,2--0,,,,,1 Out,2. Inning,UVA,Virginia Tech,,427;68,UVA vs Virginia Tech
UVA vs Virginia Tech (54),755822,14715,Bases Empty,04-14-2018,24 Lacy Smith,R-Hand,13 Caitlyn Nolan,R-Hand,,UPM4,,Ball,Walk,3--0,,,,,1 Out,2. Inning,UVA,Virginia Tech,,318;81,UVA vs Virginia Tech
UVA vs Virginia Tech (55),770537,13046,R1,04-14-2018,24 Lacy Smith,R-Hand,11 Cana Davis,R-Hand,,RIGHTM1,,Ball,1--0,0--0,,,,,1 Out,2. Inning,UVA,Virginia Tech,,430;130,UVA vs Virginia Tech
UVA vs Virginia Tech (56),783584,8609,R1,04-14-2018,24 Lacy Smith,R-Hand,11 Cana Davis,R-Hand,,DOWNM4,,Ball,2--0,1--0,,,,,1 Out,2. Inning,UVA,Virginia Tech,,365;431,UVA vs Virginia Tech
UVA vs Virginia Tech (57),792192,10143,R1,04-14-2018,24 Lacy Smith,R-Hand,11 Cana Davis,R-Hand,,LR3,,Strike Called,2--1,2--0,,,,,1 Out,2. Inning,UVA,Virginia Tech,,335;381,UVA vs Virginia Tech
UVA vs Virginia Tech (58),802336,10010,R1,04-14-2018,24 Lacy Smith,R-Hand,11 Cana Davis,R-Hand,,UPM3,,Ball,3--1,2--1,,,,,1 Out,2. Inning,UVA,Virginia Tech,,291;75,UVA vs Virginia Tech
UVA vs Virginia Tech (59),812346,16450,R2,04-14-2018,24 Lacy Smith,R-Hand,11 Cana Davis,R-Hand,,MR3,,Ball in Play,,3--1,SS3,Single,,,1 Out,2. Inning,UVA,Virginia Tech,207;219,303;283,UVA vs Virginia Tech
UVA vs Virginia Tech (60),828795,18485,R12,04-14-2018,24 Lacy Smith,R-Hand,6 Taylor Clark,R-Hand,,DOWNM5,,Ball,1--0,0--0,,,,,1 Out,2. Inning,UVA,Virginia Tech,,424;452,UVA vs Virginia Tech
UVA vs Virginia Tech (61),847281,13280,R12,04-14-2018,24 Lacy Smith,R-Hand,6 Taylor Clark,R-Hand,,DOWNM3,,Ball,2--0,1--0,,,,,1 Out,2. Inning,UVA,Virginia Tech,,296;443,UVA vs Virginia Tech
UVA vs Virginia Tech (62),860561,18619,R12,04-14-2018,24 Lacy Smith,R-Hand,6 Taylor Clark,R-Hand,,MR3,,Foul,2--1,2--0,,,,,1 Out,2. Inning,UVA,Virginia Tech,,352;304,UVA vs Virginia Tech
UVA vs Virginia Tech (63),879179,14481,R12,04-14-2018,24 Lacy Smith,R-Hand,6 Taylor Clark,R-Hand,,UPM3,,Ball,3--1,2--1,,,,,1 Out,2. Inning,UVA,Virginia Tech,,225;37,UVA vs Virginia Tech
UVA vs Virginia Tech (64),893660,14715,R12,04-14-2018,24 Lacy Smith,R-Hand,6 Taylor Clark,R-Hand,,DOWNM5,,Ball,Walk,3--1,,,,,1 Out,2. Inning,UVA,Virginia Tech,,440;450,UVA vs Virginia Tech
UVA vs Virginia Tech (65),908375,12779,R123,04-14-2018,19 Erika Osherow,R-Hand,27 Jessie Mehr,R-Hand,,,,,,,,,,,1 Out,2. Inning,UVA,Virginia Tech,,,UVA vs Virginia Tech
UVA vs Virginia Tech (66),921154,17784,R123,04-14-2018,19 Erika Osherow,R-Hand,27 Jessie Mehr,R-Hand,,DOWNM5,,Ball,1--0,0--0,,,,,1 Out,2. Inning,UVA,Virginia Tech,,435;456,UVA vs Virginia Tech
UVA vs Virginia Tech (67),938939,14515,R123,04-14-2018,19 Erika Osherow,R-Hand,27 Jessie Mehr,R-Hand,,LR1,,Strike Called,1--1,1--0,,,,,1 Out,2. Inning,UVA,Virginia Tech,,334;351,UVA vs Virginia Tech
UVA vs Virginia Tech (68),953453,15382,R123,04-14-2018,19 Erika Osherow,R-Hand,27 Jessie Mehr,R-Hand,,LR3,,Foul,1--2,1--1,,,,,1 Out,2. Inning,UVA,Virginia Tech,,341;375,UVA vs Virginia Tech
UVA vs Virginia Tech (69),968836,10944,R123,04-14-2018,19 Erika Osherow,R-Hand,27 Jessie Mehr,R-Hand,,DOWNM4,,Ball,2--2,1--2,,,,,1 Out,2. Inning,UVA,Virginia Tech,,343;441,UVA vs Virginia Tech
UVA vs Virginia Tech (70),979780,17284,R123,04-14-2018,19 Erika Osherow,R-Hand,27 Jessie Mehr,R-Hand,,MM4,,Ball in Play,,2--2,PF,Fly Out,,,1 Out,2. Inning,UVA,Virginia Tech,239;299,282;299,UVA vs Virginia Tech
UVA vs Virginia Tech (71),997064,19386,R123,04-14-2018,19 Erika Osherow,R-Hand,2 Caroline Schoenewald,R-Hand,,DOWNM5,,Ball,1--0,0--0,,,,,2 Out,2. Inning,UVA,Virginia Tech,,410;441,UVA vs Virginia Tech
UVA vs Virginia Tech (72),1016450,19186,R123,04-14-2018,19 Erika Osherow,R-Hand,2 Caroline Schoenewald,R-Hand,,ML4,,Ball in Play,,1--0,FB1B,Fly Out,,,2 Out,2. Inning,UVA,Virginia Tech,330;302,190;307,UVA vs Virginia Tech
UVA vs Virginia Tech (73),1035636,9243,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,19 Erika Osherow,R-Hand,Curve Ball,LR3,,Strike Called,0--1,0--0,,,,,0 Out,2. Inning,Virginia Tech,UVA,,344;376,UVA vs Virginia Tech
UVA vs Virginia Tech (74),1044878,15816,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,19 Erika Osherow,R-Hand,Rise Ball,MM2,,Ball in Play,,0--1,DCF2,Fly Out,,,0 Out,2. Inning,Virginia Tech,UVA,272;97,253;223,UVA vs Virginia Tech
UVA vs Virginia Tech (75),1060694,9743,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,15 Ashlee Davis,R-Hand,Curve Ball,ML2,,Foul,0--1,0--0,,,,,1 Out,2. Inning,Virginia Tech,UVA,,184;247,UVA vs Virginia Tech
UVA vs Virginia Tech (76),1070437,9776,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,15 Ashlee Davis,R-Hand,Rise Ball,UPM4,,Ball,1--1,0--1,,,,,1 Out,2. Inning,Virginia Tech,UVA,,307;48,UVA vs Virginia Tech
UVA vs Virginia Tech (77),1080214,10043,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,15 Ashlee Davis,R-Hand,Curve Ball,LM2,,Foul,1--2,1--1,,,,,1 Out,2. Inning,Virginia Tech,UVA,,291;333,UVA vs Virginia Tech
UVA vs Virginia Tech (78),1090257,9009,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,15 Ashlee Davis,R-Hand,Changeup,DOWNM1,,Ball,2--2,1--2,,,,,1 Out,2. Inning,Virginia Tech,UVA,,86;465,UVA vs Virginia Tech
UVA vs Virginia Tech (79),1099266,12412,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,15 Ashlee Davis,R-Hand,Curve Ball,DOWNM2,,Ball,3--2,2--2,,,,,1 Out,2. Inning,Virginia Tech,UVA,,103;448,UVA vs Virginia Tech
UVA vs Virginia Tech (80),1111678,15516,Bases Empty,04-14-2018,7 Jordan Dail,L-Hand,15 Ashlee Davis,R-Hand,Curve Ball,LL2,,Ball in Play,,3--2,SLCF,Single,,,1 Out,2. Inning,Virginia Tech,UVA,173;163,196;332,UVA vs Virginia Tech
UVA vs Virginia Tech (81),1127194,7774,R1,04-14-2018,7 Jordan Dail,L-Hand,10 Kate Covington,R-Hand,Curve Ball,DOWNM1,,Ball,1--0,0--0,,,,,1 Out,2. Inning,Virginia Tech,UVA,,78;447,UVA vs Virginia Tech
UVA vs Virginia Tech (82),1134968,8809,R1,04-14-2018,7 Jordan Dail,L-Hand,10 Kate Covington,R-Hand,Curve Ball,ML3,,Foul,1--1,1--0,,,,,1 Out,2. Inning,Virginia Tech,UVA,,156;278,UVA vs Virginia Tech
UVA vs Virginia Tech (83),1143777,8542,R1,04-14-2018,7 Jordan Dail,L-Hand,10 Kate Covington,R-Hand,Rise Ball,UPM4,,Ball,2--1,1--1,,,,,1 Out,2. Inning,Virginia Tech,UVA,,324;66,UVA vs Virginia Tech
UVA vs Virginia Tech (84),1152319,22256,R1,04-14-2018,7 Jordan Dail,L-Hand,10 Kate Covington,R-Hand,Curve Ball,MM3,,Ball in Play,,2--1,DLF,Double,,,1 Out,2. Inning,Virginia Tech,UVA,59;134,237;289,UVA vs Virginia Tech
UVA vs Virginia Tech (85),1174575,13914,R23,04-14-2018,7 Jordan Dail,L-Hand,2 Savana Avilla,L-Hand,Curve Ball,DOWNM2,,Strike Called,0--1,0--0,,,,,1 Out,2. Inning,Virginia Tech,UVA,,103;411,UVA vs Virginia Tech
UVA vs Virginia Tech (86),1188488,10711,R23,04-14-2018,7 Jordan Dail,L-Hand,2 Savana Avilla,L-Hand,Curve Ball,DOWNM3,,Ball,1--1,0--1,,,,,1 Out,2. Inning,Virginia Tech,UVA,,212;461,UVA vs Virginia Tech
UVA vs Virginia Tech (87),1199199,16083,R23,04-14-2018,7 Jordan Dail,L-Hand,2 Savana Avilla,L-Hand,Curve Ball,LL3,,Strike Called,1--2,1--1,,,,,1 Out,2. Inning,Virginia Tech,UVA,,146;390,UVA vs Virginia Tech
UVA vs Virginia Tech (88),1215282,16717,R23,04-14-2018,7 Jordan Dail,L-Hand,2 Savana Avilla,L-Hand,Rise Ball,UR1,,Strike Swinging,Strikeout,1--2,,,,,1 Out,2. Inning,Virginia Tech,UVA,,358;156,UVA vs Virginia Tech
UVA vs Virginia Tech (89),1231999,12346,R23,04-14-2018,7 Jordan Dail,L-Hand,5 Allison Davis`,R-Hand,Curve Ball,LM1,,Foul,0--1,0--0,,,,,2 Out,2. Inning,Virginia Tech,UVA,,215;318,UVA vs Virginia Tech
UVA vs Virginia Tech (90),1244344,10244,R23,04-14-2018,7 Jordan Dail,L-Hand,5 Allison Davis`,R-Hand,Rise Ball,UL3,,Strike Called,0--2,0--1,,,,,2 Out,2. Inning,Virginia Tech,UVA,,138;196,UVA vs Virginia Tech
UVA vs Virginia Tech (91),1254588,13881,R23,04-14-2018,7 Jordan Dail,L-Hand,5 Allison Davis`,R-Hand,Changeup,UPM3,,Ball,1--2,0--2,,,,,2 Out,2. Inning,Virginia Tech,UVA,,258;53,UVA vs Virginia Tech
UVA vs Virginia Tech (92),1268468,13981,R23,04-14-2018,7 Jordan Dail,L-Hand,5 Allison Davis`,R-Hand,Rise Ball,UL3,,Strike Swinging,Strikeout,1--2,,,,,2 Out,2. Inning,Virginia Tech,UVA,,156;191,UVA vs Virginia Tech
UVA vs Virginia Tech (93),1282449,21822,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,10 Olivia Lattin,R-Hand,,DOWNM3,,Ball,1--0,0--0,,,,,0 Out,3. Inning,UVA,Virginia Tech,,231;455,UVA vs Virginia Tech
UVA vs Virginia Tech (94),1304271,11879,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,10 Olivia Lattin,R-Hand,,LR3,,Strike Called,1--1,1--0,,,,,0 Out,3. Inning,UVA,Virginia Tech,,300;380,UVA vs Virginia Tech
